0,10
1,9.9
2,9.5
3,8.9
4,8
5,7
6,5.8
7,4.4
8,3
9,1.5
10,0
11,-1.5
12,-2.9
13,-4.2
14,-5.3
15,-6.3
16,-7.1
17,-7.7
18,-8
19,-8.2
20,-8.1
21,-7.8
22,-7.3
23,-6.7
24,-5.9
25,-5
26,-4
27,-3
28,-2
29,-1
30,0
31,0.9
32,1.7
33,2.3
34,2.8
35,3.2
36,3.4
37,3.5
38,3.5
39,3.3
40,3.1
41,2.8
42,2.4
43,1.9
44,1.5
45,1.1
46,0.7
47,0.4
48,0.2
49,0
50,0
51,0
52,0.2
53,0.4
54,0.7
55,1.1
56,1.5
57,1.9
58,2.4
59,2.8
60,3.1
61,3.3
62,3.5
63,3.5
64,3.4
65,3.2
66,2.8
67,2.3
68,1.7
69,0.9
70,0
71,-1
72,-2
73,-3
74,-4
75,-5
76,-5.9
77,-6.7
78,-7.3
79,-7.8
80,-8.1
81,-8.2
82,-8
83,-7.7
84,-7.1
85,-6.3
86,-5.3
87,-4.2
88,-2.9
89,-1.5
90,0
91,1.5
92,3
93,4.4
94,5.8
95,7
96,8
97,8.9
98,9.5
99,9.9
100,10
101,9.9
102,9.5
103,8.9
104,8
105,7
106,5.8
107,4.4
108,3
109,1.5
110,0
111,-1.5
112,-2.9
113,-4.2
114,-5.3
115,-6.3
116,-7.1
117,-7.7
118,-8
119,-8.2
120,-8.1
121,-7.8
122,-7.3
123,-6.7
124,-5.9
125,-5
126,-4
127,-3
128,-2
129,-1
130,0
131,0.9
132,1.7
133,2.3
134,2.8
135,3.2
136,3.4
137,3.5
138,3.5
139,3.3
140,3.1
141,2.8
142,2.4
143,1.9
144,1.5
145,1.1
146,0.7
147,0.4
148,0.2
149,0
150,0
151,0
152,0.2
153,0.4
154,0.7
155,1.1
156,1.5
157,1.9
158,2.4
159,2.8
160,3.1
161,3.3
162,3.5
163,3.5
164,3.4
165,3.2
166,2.8
167,2.3
168,1.7
169,0.9
170,0
171,-1
172,-2
173,-3
174,-4
175,-5
176,-5.9
177,-6.7
178,-7.3
179,-7.8
180,-8.1
181,-8.2
182,-8
183,-7.7
184,-7.1
185,-6.3
186,-5.3
187,-4.2
188,-2.9
189,-1.5
190,0
191,1.5
192,3
193,4.4
194,5.8
195,7
196,8
197,8.9
198,9.5
199,9.9
